ID	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20	S21	S22	S23	S24	S25	S26	S27	S28	S29	S30	S31	S32	S33	S34	S35	S36	S37	S38	S39	S40	S41	S42	S43	S44	S45	S46	S47	S48	S49	S50	S51	S52	S53	S54	S55	S56	S57	S58	S59	S60	S61	S62	S63	S64	S65	S66	S67	S68	S69	S70	S71	S72	S73	S74	S75	S76	S77	S78	S79	S80	S81	S82	S83	S84	S85	S86	S87	S88	S89	S90	S91	S92	S93	S94	S95	S96	S97	S98	S99	S100	S101	S102	S103	S104	S105	S106	S107	S108	S109	S110	S111	S112	S113	S114	S115	S116	S117	S118	S119	S120	S121	S122	S123	S124	S125	S126	S127	S128	S129	S130	S131	S132	S133	S134	S135	S136	S137	S138	S139	S140	S141	S142	S143	S144	S145	S146	S147	S148	S149	S150	S151	S152	S153	S154	S155	S156	S157	S158	S159	S160	S161	S162	S163	S164	S165	S166	S167	S168	S169	S170	S171	S172	S173	S174	S175	S176	S177	S178	S179	S180	S181	S182	S183	S184	S185	S186	S187	S188	S189	S190	S191	S192	S193	S194	S195	S196	S197	S198	S199	S200	S201	S202	S203	S204	S205	S206	S207	S208	S209	S210	S211	S212	S213	S214	S215	S216	S217	S218	S219	S220	S221	S222	S223	S224	S225	S226	S227	S228	S229	S230	S231	S232	S233	S234	S235	S236	S237
CpG53	0.534413	0.777558	0.674457	0.607861	0.569038	0.480703	0.653285	0.496008	0.618942	0.678144	0.483901	0.555374	0.521742	0.566197	0.578871	0.503536	0.588142	0.566209	0.492404	0.716653	0.476731	0.568253	0.561885	0.583491	0.774977	0.684502	0.610824	0.558661	0.476751	0.626605	0.693006	0.633734	0.668202	0.548765	0.610187	0.528119	0.565329	0.468666	0.588983	0.656221	0.729221	0.453064	0.560089	0.66834	0.619108	0.579763	0.636285	0.531826	0.491725	0.710106	0.627183	0.53038	0.563397	0.604103	0.559128	0.58933	0.650218	0.556825	0.583655	0.445741	0.510969	0.52808	0.535701	0.731528	0.672944	0.583778	0.608215	0.487282	0.680991	0.624181	0.681102	0.59779	0.664388	0.669521	0.657885	0.661445	0.499487	0.565259	0.598243	0.611491	0.483629	0.595578	0.528528	0.574298	0.597814	0.659532	0.565992	0.525603	0.621935	0.819928	0.430324	0.488444	0.687748	0.576696	0.479282	0.525301	0.595932	0.791191	0.78901	0.465771	0.594495	0.496917	0.814736	0.619971	0.654896	0.477296	0.666988	0.49316	0.583523	0.605486	0.585752	0.552241	0.639078	0.583004	0.588132	0.693776	0.594764	0.738465	0.709019	0.483973	0.704718	0.429227	0.510069	0.51101	0.55016	0.711063	0.736605	0.586734	0.563916	0.56232	0.568033	0.580622	0.556248	0.661609	0.768636	0.687503	0.813321	0.731922	0.510783	0.602074	0.682057	0.665352	0.652883	0.652595	0.541331	0.453832	0.525574	0.513519	0.597242	0.534243	0.719529	0.798437	0.594023	0.715002	0.570286	0.564649	0.519487	0.60919	0.568154	0.522591	0.535239	0.650003	0.666578	0.526743	0.58897	0.572499	0.548468	0.511204	0.573595	0.613867	0.570403	0.516264	0.623673	0.676979	0.525523	0.615594	0.579227	0.545229	0.668973	0.578082	0.550048	0.591785	0.604617	0.578221	0.497917	0.601176	0.642553	0.533722	0.592785	0.444269	0.654893	0.567523	0.734576	0.560408	0.559645	0.539587	0.54117	0.483519	0.606617	0.72108	0.532717	0.663818	0.606586	0.667668	0.671953	0.613193	0.506822	0.569635	0.718832	0.546548	0.701995	0.496547	0.552795	0.518137	0.513229	0.557813	0.454189	0.600096	0.46496	0.575315	0.82119	0.715473	0.671473	0.690341	0.513219	0.521153	0.504801	0.637605	0.672955	0.61621	0.628915	0.47993	0.658499	0.766937	0.608972	0.481339	0.546992
CpG54	0.345464	0.43851	0.334491	0.26777	0.352977	0.363305	0.425083	0.262595	0.422098	0.384895	0.363912	0.454079	0.303066	0.360511	0.359941	0.411488	0.315456	0.414207	0.388894	0.334839	0.385967	0.351937	0.25327	0.337569	0.364551	0.247926	0.338053	0.354363	0.336204	0.415928	0.221473	0.37483	0.236568	0.37101	0.377471	0.341378	0.479035	0.408984	0.429489	0.262076	0.396094	0.193257	0.358496	0.422048	0.367109	0.39237	0.454413	0.416226	0.391805	0.373665	0.354972	0.453733	0.229066	0.397777	0.403783	0.378992	0.330795	0.31659	0.426055	0.408933	0.416768	0.311492	0.373262	0.423702	0.32837	0.424945	0.341935	0.415643	0.39727	0.2144	0.264428	0.354819	0.278965	0.336838	0.414315	0.298535	0.343991	0.391832	0.287875	0.410462	0.331119	0.322589	0.335283	0.197357	0.390959	0.231555	0.201076	0.355876	0.379998	0.446498	0.311022	0.40727	0.399674	0.398419	0.221563	0.354758	0.438451	0.273702	0.255365	0.384351	0.396876	0.381986	0.297531	0.307931	0.335935	0.373665	0.377502	0.411985	0.402404	0.312542	0.415035	0.362212	0.396341	0.330353	0.240744	0.352522	0.403736	0.4031	0.380644	0.439495	0.425929	0.309492	0.358558	0.394674	0.316431	0.428672	0.470817	0.345016	0.42	0.400313	0.381386	0.207256	0.310073	0.251139	0.402955	0.386184	0.350904	0.265601	0.316757	0.349721	0.248548	0.243965	0.379693	0.323727	0.372787	0.403646	0.356701	0.374834	0.407599	0.378068	0.251238	0.319134	0.317919	0.291232	0.331177	0.400609	0.367623	0.278852	0.279056	0.35618	0.334672	0.381626	0.288464	0.494177	0.382682	0.22416	0.373966	0.403589	0.360444	0.268691	0.335459	0.412431	0.290287	0.382428	0.297191	0.27218	0.305893	0.241351	0.252684	0.246054	0.340762	0.319861	0.444162	0.249885	0.434674	0.259268	0.451922	0.300301	0.258423	0.375863	0.352143	0.256388	0.29846	0.377197	0.254897	0.354504	0.400151	0.311399	0.262141	0.392612	0.335283	0.360396	0.391089	0.392441	0.323011	0.399838	0.298123	0.307607	0.250605	0.369044	0.439279	0.423152	0.357664	0.36816	0.364484	0.460159	0.321964	0.356682	0.32729	0.403149	0.408298	0.37628	0.36586	0.342472	0.350227	0.302507	0.388397	0.390291	0.327821	0.34785	0.292768	0.339454	0.404645	0.449253	0.426759	0.365339	0.411163
CpG55	0.323956	0.241727	0.229685	0.219272	0.200614	0.247153	0.291257	0.1705	0.19284	0.294771	0.236216	0.22947	0.262589	0.365553	0.282781	0.245957	0.288412	0.301612	0.201187	0.371285	0.258229	0.197373	0.246314	0.339274	0.343385	0.335903	0.283915	0.208048	0.290117	0.236809	0.186773	0.230136	0.241793	0.28068	0.22209	0.189646	0.21371	0.24036	0.204765	0.313422	0.301949	0.334107	0.188764	0.151113	0.240095	0.301059	0.270618	0.2645	0.362621	0.297754	0.240459	0.249649	0.293085	0.367563	0.184288	0.244833	0.197115	0.318828	0.227443	0.280477	0.170123	0.303346	0.270301	0.243441	0.280774	0.220309	0.268927	0.257838	0.28732	0.32773	0.290136	0.257058	0.255053	0.208068	0.36864	0.188102	0.479109	0.190146	0.258568	0.324395	0.17583	0.354267	0.383837	0.209636	0.255535	0.212353	0.314158	0.273108	0.213778	0.243097	0.361365	0.34432	0.333212	0.301821	0.20762	0.253048	0.231863	0.13802	0.249021	0.324524	0.293361	0.205385	0.163255	0.312731	0.208943	0.264111	0.250393	0.325533	0.258707	0.328475	0.310622	0.32477	0.226156	0.162923	0.207822	0.256618	0.226656	0.302338	0.372191	0.192668	0.329941	0.211444	0.314318	0.315143	0.348645	0.197776	0.207805	0.291296	0.344072	0.355589	0.326525	0.218966	0.230773	0.305936	0.161808	0.203547	0.281373	0.227847	0.253199	0.370536	0.323208	0.229391	0.195782	0.299523	0.246748	0.299936	0.26144	0.286507	0.240145	0.278402	0.31412	0.167584	0.347113	0.229182	0.260012	0.304726	0.298612	0.164071	0.289759	0.324169	0.307044	0.267613	0.357141	0.301047	0.219285	0.199903	0.294493	0.324121	0.24711	0.278565	0.115757	0.321189	0.200423	0.18952	0.264472	0.258087	0.258247	0.245825	0.206673	0.288045	0.542629	0.242171	0.248811	0.251919	0.23174	0.215051	0.256808	0.309475	0.151062	0.19131	0.236763	0.206333	0.227669	0.249789	0.228998	0.214192	0.189576	0.223964	0.210432	0.234011	0.257871	0.186613	0.210426	0.242504	0.185866	0.271228	0.284089	0.223373	0.31916	0.334204	0.224014	0.387344	0.375508	0.219215	0.294705	0.26968	0.202773	0.348984	0.338339	0.288968	0.314941	0.315572	0.221855	0.392081	0.354201	0.254085	0.249715	0.254865	0.357463	0.21699	0.201688	0.391897	0.248905	0.227181	0.253642	0.394487	0.243668
CpG56	0.703976	0.631984	0.750852	0.74363	0.763191	0.706058	0.745706	0.8066	0.725654	0.809216	0.817633	0.625024	0.776242	0.808195	0.767008	0.821532	0.817027	0.601923	0.855017	0.712982	0.735086	0.787987	0.691045	0.638682	0.816306	0.730006	0.643847	0.820642	0.787811	0.796247	0.767921	0.720378	0.769841	0.641294	0.765537	0.736608	0.807626	0.759088	0.607053	0.713088	0.794557	0.811398	0.684769	0.727932	0.738067	0.703243	0.777252	0.692446	0.764591	0.781978	0.710486	0.636999	0.782273	0.704292	0.790626	0.740101	0.699942	0.79397	0.670516	0.74146	0.728562	0.778469	0.627895	0.814365	0.648975	0.739401	0.690815	0.716322	0.73647	0.701487	0.809274	0.731728	0.806721	0.60768	0.777729	0.649134	0.803967	0.685247	0.695205	0.632689	0.672531	0.80986	0.72829	0.806301	0.628977	0.809159	0.722166	0.765735	0.462785	0.681994	0.709262	0.711193	0.76512	0.776182	0.600194	0.808564	0.745343	0.804685	0.710381	0.675046	0.808691	0.634188	0.837778	0.820536	0.74869	0.713267	0.838266	0.749965	0.79333	0.685618	0.772289	0.800063	0.754476	0.819204	0.821571	0.712635	0.784206	0.733505	0.712262	0.569212	0.75463	0.599669	0.725121	0.727484	0.770683	0.640816	0.735671	0.75878	0.739769	0.650674	0.683589	0.544695	0.819482	0.784419	0.688555	0.708169	0.633027	0.615994	0.804717	0.665959	0.800968	0.849853	0.649183	0.751435	0.716959	0.727985	0.778743	0.812248	0.572767	0.696098	0.69991	0.769892	0.768125	0.794347	0.719396	0.708345	0.781364	0.70142	0.76431	0.824727	0.691879	0.739769	0.797571	0.691372	0.667415	0.633103	0.663675	0.76713	0.792427	0.787806	0.76106	0.808027	0.749936	0.821517	0.846109	0.762723	0.769706	0.604556	0.757952	0.749461	0.796875	0.736026	0.674447	0.787217	0.69912	0.693424	0.750195	0.810281	0.726806	0.682088	0.681965	0.82864	0.774021	0.770358	0.853237	0.738318	0.76041	0.698736	0.850439	0.718199	0.702712	0.791794	0.792717	0.786371	0.683252	0.828295	0.718164	0.756479	0.745106	0.596541	0.635954	0.728814	0.702301	0.745279	0.812251	0.719336	0.750784	0.749946	0.777584	0.658958	0.768135	0.792213	0.736501	0.61187	0.733651	0.685168	0.698206	0.823974	0.724617	0.727176	0.657913	0.640617	0.766055	0.687788	0.717602	0.789914	0.709195
CpG57	0.182339	0.367703	0.185665	0.604684	0.264358	0.47491	0.509709	0.214182	0.00186272	0.529898	0.412496	0.00956498	0.230022	0.402296	0.541016	0.492481	0.688211	0.461177	0.525247	0.25901	0.519574	0.594286	0.585043	0.467707	0.552039	0.485254	0.492313	0.436531	0.233211	0.598192	0.638628	0.505245	0.546371	0.590802	0.592294	0.255429	0.423719	0.547322	0.54099	0.63591	0.591646	0.588048	0.525113	0.542603	0.605776	0.531096	0.227613	0.201684	0.52458	0.559192	0.318493	0.629241	0.732021	0.534	0.583272	0.598175	0.205795	0.641118	0.558678	0.495144	0.580114	0.241881	0.572262	0.578006	0.351388	0.199704	0.498642	0.551784	0.515188	0.552038	0.300808	0.211729	0.629863	0.517861	0.52005	0.495974	0.574007	0.587475	0.231578	0.587509	0.56021	0.568763	0.568333	0.634341	0.546814	0.00654643	0.621601	0.463811	0.21959	0.189724	0.274966	0.280356	0.545539	0.459807	0.528181	0.555765	0.221802	0.544242	0.277847	0.217685	0.486007	0.480146	0.611151	0.654144	0.477749	0.570416	0.184868	0.526598	0.452956	0.50276	0.504424	0.432202	0.43932	0.156894	0.316601	0.475043	0.531824	0.519168	0.435968	0.475504	0.526211	0.508728	0.49411	0.462144	0.398981	0.496702	0.439494	0.509774	0.48619	0.00211924	0.298853	0.598246	0.240722	0.241639	0.562076	0.359946	0.219962	0.528887	0.592092	0.318768	0.573656	0.331472	0.40393	0.289309	0.249908	0.529276	0.630067	0.499031	0.560458	0.472775	0.550028	0.566846	0.445155	0.579885	0.305633	0.622993	0.00255945	0.247991	0.657677	0.00604199	0.545287	0.552207	0.575008	0.379339	0.453444	0.5682	0.2888	0.506194	0.259592	0.315024	0.560543	0.487645	0.597632	0.513391	0.532836	0.578271	0.242209	0.532233	0.359712	0.524587	0.46179	0.224688	0.210726	0.563242	0.520714	0.639294	0.45843	0.494848	0.484431	0.505176	0.332897	0.209305	0.514895	0.513442	0.497297	0.580287	0.43869	0.502488	0.585866	0.429481	0.297105	0.524577	0.573128	0.453664	0.608807	0.485007	0.446348	0.580949	0.261498	0.554148	0.466918	0.511952	0.576357	0.37927	0.509699	0.445717	0.253543	0.247234	0.407915	0.399625	0.217432	0.311202	0.401003	0.178483	0.393256	0.160558	0.516885	0.453522	0.16264	0.122514	0.0091996	0.402145	0.219371	0.567924	0.481808	0.208668	0.621512
CpG58	0.64414	0.63013	0.565643	0.561434	0.321481	0.589001	0.67447	0.395914	0.603301	0.57235	0.425831	0.586696	0.567581	0.526842	0.457828	0.542538	0.53977	0.551051	0.628794	0.405487	0.568184	0.510714	0.511434	0.54704	0.490902	0.50366	0.498902	0.466316	0.558672	0.5936	0.6388	0.522289	0.542462	0.538756	0.587947	0.50753	0.445423	0.51025	0.486562	0.673272	0.477857	0.603531	0.574668	0.538736	0.524892	0.517332	0.537137	0.491359	0.603034	0.474559	0.599939	0.541484	0.624418	0.583057	0.633843	0.468394	0.604173	0.546217	0.499229	0.531746	0.40692	0.449638	0.407333	0.46826	0.419373	0.524014	0.404334	0.521473	0.524766	0.585085	0.545789	0.452834	0.536524	0.451344	0.538528	0.572386	0.631795	0.426081	0.630156	0.523819	0.399157	0.440546	0.493964	0.59759	0.601945	0.536074	0.612188	0.459567	0.444859	0.564924	0.509075	0.390279	0.521524	0.496035	0.576107	0.52056	0.505402	0.487135	0.509657	0.517802	0.606166	0.625096	0.486062	0.55173	0.455029	0.475594	0.45939	0.627535	0.529006	0.481687	0.474549	0.507946	0.441644	0.506532	0.610097	0.582325	0.594007	0.478294	0.464393	0.387074	0.657685	0.690838	0.5015	0.601724	0.41992	0.432323	0.660136	0.524933	0.422536	0.433147	0.658492	0.624786	0.484512	0.533121	0.588442	0.564433	0.515639	0.515068	0.585657	0.451726	0.577971	0.662773	0.502973	0.603434	0.460631	0.440551	0.736992	0.449898	0.545542	0.517184	0.612773	0.592872	0.501343	0.550449	0.440976	0.603309	0.596675	0.608074	0.424374	0.632341	0.670339	0.637239	0.577693	0.624874	0.630531	0.519199	0.538996	0.64628	0.466362	0.603465	0.531387	0.584209	0.595787	0.647051	0.454097	0.643125	0.445052	0.478343	0.573219	0.487278	0.572478	0.655038	0.52607	0.572913	0.436002	0.59749	0.427891	0.571517	0.48753	0.60133	0.607293	0.528323	0.54154	0.46382	0.752187	0.72244	0.508664	0.477683	0.496735	0.423807	0.650876	0.413773	0.438367	0.477263	0.480991	0.681525	0.50585	0.50478	0.604369	0.503228	0.481	0.503827	0.535546	0.554866	0.506067	0.466738	0.472423	0.617523	0.502806	0.462839	0.412199	0.557301	0.449814	0.453598	0.445283	0.621907	0.552086	0.456582	0.506676	0.62818	0.691238	0.500881	0.395856	0.501373	0.527103	0.503218	0.415522
CpG59	0.394303	0.386218	0.349123	0.42898	0.555023	0.389259	0.583061	0.455458	0.426521	0.438101	0.423236	0.501109	0.478297	0.441154	0.383291	0.547294	0.48994	0.588246	0.369489	0.26542	0.50062	0.418448	0.434023	0.484085	0.505443	0.467086	0.325339	0.352143	0.390689	0.484401	0.565489	0.492641	0.401784	0.484634	0.400197	0.586778	0.485769	0.514944	0.419123	0.41508	0.375185	0.41428	0.522762	0.411326	0.40329	0.4893	0.476709	0.406876	0.401223	0.412249	0.438153	0.490788	0.453329	0.566297	0.556834	0.34964	0.481088	0.516153	0.455829	0.437729	0.545814	0.347383	0.538283	0.365463	0.437725	0.490749	0.475373	0.53533	0.481622	0.415871	0.447133	0.490499	0.42478	0.397122	0.409995	0.506936	0.472364	0.426253	0.355458	0.462098	0.48423	0.436511	0.458533	0.320892	0.419264	0.317516	0.451565	0.435875	0.323491	0.351144	0.47756	0.451762	0.412828	0.368201	0.32139	0.391629	0.433483	0.427999	0.424845	0.469647	0.393438	0.397237	0.55483	0.394716	0.365244	0.469721	0.294446	0.355019	0.45425	0.540724	0.470113	0.322366	0.401818	0.436047	0.307487	0.520363	0.553942	0.441861	0.3916	0.481091	0.422552	0.600505	0.319557	0.382022	0.359409	0.451301	0.356532	0.487425	0.435008	0.394653	0.424605	0.64688	0.429851	0.488112	0.357805	0.462578	0.376528	0.466721	0.495591	0.452593	0.513884	0.416751	0.523329	0.503268	0.394262	0.607631	0.513396	0.40698	0.416171	0.414818	0.361958	0.381841	0.423956	0.405713	0.429058	0.463114	0.412204	0.360241	0.376145	0.430969	0.474962	0.459196	0.400021	0.460593	0.508115	0.476521	0.437465	0.351883	0.514509	0.425734	0.298073	0.440036	0.508007	0.41422	0.419698	0.390119	0.461808	0.570312	0.388446	0.466749	0.402412	0.467384	0.377212	0.443287	0.459882	0.443808	0.431231	0.370899	0.518369	0.393669	0.369375	0.563429	0.466214	0.377626	0.503488	0.45608	0.397816	0.465769	0.465521	0.372727	0.392995	0.481071	0.443767	0.422706	0.48345	0.329354	0.460622	0.430331	0.480688	0.370478	0.551863	0.455892	0.50245	0.48265	0.43386	0.457838	0.436057	0.439875	0.44852	0.398099	0.486416	0.450505	0.459437	0.32085	0.516588	0.367836	0.47665	0.462762	0.418438	0.364592	0.485337	0.359237	0.552827	0.421077	0.356146	0.395191	0.430041
CpG60	0.298672	0.236787	0.310823	0.220801	0.348429	0.237717	0.295356	0.178608	0.326402	0.228836	0.215056	0.264883	0.263857	0.277984	0.354796	0.28831	0.263326	0.301567	0.217648	0.197635	0.343891	0.230494	0.308905	0.398146	0.288315	0.248027	0.224075	0.227428	0.269391	0.222601	0.252566	0.251203	0.291691	0.266134	0.190995	0.252007	0.221582	0.288045	0.298024	0.189949	0.382164	0.276856	0.205961	0.233061	0.323112	0.308039	0.325553	0.227409	0.316767	0.179098	0.198359	0.296558	0.21168	0.246927	0.181988	0.282555	0.270113	0.270188	0.209848	0.25108	0.332625	0.256736	0.305142	0.423462	0.226567	0.25533	0.214487	0.190871	0.234315	0.333688	0.325447	0.382342	0.278877	0.316566	0.30598	0.248138	0.240975	0.272645	0.321828	0.175134	0.376532	0.224706	0.366226	0.306743	0.323972	0.387885	0.349762	0.200896	0.371102	0.256022	0.293887	0.338446	0.295656	0.2271	0.18621	0.355295	0.236732	0.311453	0.310171	0.255016	0.306736	0.25171	0.324652	0.304138	0.287741	0.353962	0.377602	0.160812	0.282893	0.272417	0.312643	0.344262	0.275769	0.295775	0.176322	0.302316	0.219674	0.286014	0.322072	0.244575	0.271823	0.317873	0.154813	0.282628	0.18681	0.384074	0.251749	0.335289	0.285599	0.344153	0.211591	0.207113	0.223478	0.300355	0.206866	0.223651	0.312925	0.154656	0.263458	0.237824	0.280466	0.320906	0.229069	0.170643	0.282149	0.321723	0.214935	0.247083	0.188955	0.299564	0.260995	0.294251	0.174541	0.244486	0.338032	0.322094	0.304368	0.276591	0.247116	0.291813	0.272362	0.208187	0.333651	0.303119	0.215374	0.335797	0.209515	0.240861	0.284156	0.22037	0.263188	0.165669	0.28193	0.233253	0.160336	0.269317	0.338768	0.300777	0.260616	0.359213	0.328419	0.245926	0.388078	0.290927	0.246567	0.226664	0.309592	0.299806	0.19234	0.240162	0.331511	0.242903	0.288001	0.302055	0.206302	0.193188	0.29539	0.256385	0.201345	0.239042	0.255918	0.283428	0.256229	0.272722	0.279543	0.19628	0.207877	0.262897	0.183097	0.318203	0.195139	0.170578	0.280788	0.359975	0.259466	0.344575	0.283963	0.209658	0.28163	0.181795	0.263876	0.353357	0.228465	0.29431	0.260519	0.305951	0.231439	0.318983	0.230559	0.229743	0.191669	0.373214	0.190142	0.310417	0.347529	0.328407	0.212945
CpG61	0.600144	0.814047	0.67569	0.687255	0.56404	0.799883	0.71178	0.593394	0.68836	0.716441	0.456867	0.624926	0.578884	0.573631	0.62237	0.641785	0.600781	0.790587	0.65892	0.620381	0.688219	0.715042	0.512232	0.589901	0.557087	0.521636	0.762499	0.731132	0.560602	0.585166	0.630811	0.517027	0.673224	0.581167	0.738668	0.65954	0.478705	0.662709	0.722857	0.690189	0.646465	0.764465	0.627594	0.487456	0.572153	0.686396	0.634216	0.719891	0.628739	0.744106	0.683846	0.627127	0.810596	0.601604	0.632235	0.540688	0.660548	0.768827	0.710605	0.486535	0.637461	0.523429	0.548096	0.588056	0.678137	0.524924	0.668965	0.586444	0.617654	0.638675	0.834605	0.641468	0.723503	0.638157	0.548482	0.726054	0.626466	0.768003	0.621219	0.792376	0.560126	0.654414	0.564943	0.647121	0.587597	0.821147	0.778057	0.582046	0.696351	0.476002	0.60801	0.691745	0.705879	0.596946	0.712016	0.669361	0.717713	0.718815	0.695459	0.696188	0.74062	0.669278	0.565344	0.683442	0.730936	0.693336	0.578394	0.589487	0.702294	0.697049	0.616319	0.72582	0.589326	0.712733	0.711233	0.687328	0.565588	0.58147	0.608291	0.693245	0.672143	0.607437	0.55533	0.651027	0.510943	0.59185	0.695714	0.679762	0.589895	0.482719	0.66851	0.578082	0.601416	0.693516	0.589221	0.68836	0.568684	0.543063	0.700448	0.521423	0.596183	0.786353	0.551373	0.679847	0.586759	0.668261	0.70677	0.554878	0.657468	0.487099	0.696509	0.707045	0.629773	0.623194	0.642857	0.803249	0.622489	0.60298	0.697306	0.572738	0.598909	0.659113	0.642419	0.861128	0.667971	0.66035	0.705329	0.649198	0.529209	0.540237	0.672992	0.564055	0.750261	0.627318	0.667881	0.626209	0.717825	0.705306	0.795181	0.605775	0.777055	0.54275	0.547747	0.777922	0.639044	0.759117	0.679222	0.724561	0.71805	0.717245	0.828127	0.786267	0.521038	0.689121	0.551869	0.690049	0.670196	0.582863	0.698061	0.716812	0.684747	0.706651	0.581024	0.712165	0.563868	0.60559	0.543854	0.631107	0.623381	0.616097	0.680482	0.571301	0.653131	0.672863	0.545422	0.720663	0.647847	0.47595	0.750569	0.748824	0.782909	0.571905	0.626308	0.669318	0.569228	0.651869	0.743791	0.678147	0.659639	0.68615	0.613774	0.641468	0.617967	0.626971	0.634924	0.550868	0.592934
CpG62	0.433526	0.433058	0.491215	0.579334	0.340686	0.432165	0.343277	0.471627	0.31818	0.415229	0.582393	0.591852	0.583798	0.47738	0.47408	0.338747	0.48439	0.367838	0.502721	0.534054	0.304211	0.578273	0.448533	0.26663	0.527883	0.451154	0.414606	0.39379	0.654642	0.480075	0.41777	0.529269	0.559046	0.330918	0.276416	0.549096	0.664802	0.353907	0.310235	0.617787	0.310458	0.578714	0.328391	0.350587	0.463908	0.357106	0.608041	0.346968	0.354132	0.436721	0.612661	0.470963	0.570665	0.495586	0.533796	0.557917	0.447043	0.592976	0.48627	0.609599	0.348237	0.426128	0.458927	0.588845	0.520678	0.516401	0.633248	0.635019	0.372878	0.603689	0.455433	0.252541	0.400715	0.498833	0.504817	0.615073	0.409652	0.305031	0.577133	0.351513	0.475771	0.347949	0.628528	0.450389	0.41367	0.435846	0.289437	0.470842	0.480065	0.460746	0.310459	0.360338	0.422531	0.372211	0.265283	0.45195	0.492321	0.452517	0.28401	0.415241	0.573893	0.583523	0.466877	0.427395	0.493094	0.310984	0.574145	0.491143	0.325186	0.474633	0.479157	0.364795	0.48272	0.413146	0.406545	0.386978	0.409381	0.655489	0.374333	0.474553	0.480387	0.668063	0.617847	0.559652	0.346583	0.434186	0.50031	0.302517	0.549473	0.576613	0.455723	0.677374	0.435513	0.501138	0.543675	0.303786	0.364105	0.491426	0.47244	0.401185	0.315497	0.3755	0.49114	0.642743	0.312143	0.488783	0.440517	0.489133	0.431268	0.490503	0.29362	0.36297	0.438715	0.287729	0.555966	0.28983	0.601993	0.347595	0.291279	0.533772	0.483743	0.440791	0.347119	0.315781	0.354638	0.472341	0.487595	0.574155	0.371114	0.431752	0.224767	0.450326	0.544334	0.638777	0.358074	0.316935	0.31084	0.59006	0.442208	0.621891	0.495192	0.58814	0.557344	0.58993	0.60747	0.545628	0.314524	0.492442	0.458383	0.409583	0.573829	0.498225	0.552832	0.407869	0.519302	0.576494	0.398193	0.432826	0.28736	0.360581	0.560234	0.420412	0.587184	0.393481	0.3417	0.518703	0.489085	0.450188	0.590331	0.548665	0.52968	0.313109	0.597021	0.262403	0.545356	0.635675	0.610467	0.485748	0.444407	0.458685	0.371283	0.51126	0.559317	0.413146	0.507283	0.573669	0.33543	0.454487	0.464634	0.51607	0.512275	0.647555	0.461222	0.418588	0.49001	0.441828	0.468367
CpG63	0.363096	0.342359	0.429928	0.399791	0.502769	0.370643	0.406464	0.424183	0.37941	0.493246	0.522369	0.344502	0.416186	0.452071	0.391828	0.485426	0.391645	0.383798	0.433805	0.398674	0.451231	0.465831	0.41949	0.320911	0.399996	0.448388	0.376515	0.425031	0.376932	0.376028	0.320363	0.412085	0.380528	0.446911	0.393655	0.365922	0.509145	0.513959	0.48027	0.291547	0.468927	0.355985	0.480231	0.418959	0.465954	0.432144	0.363917	0.502118	0.465407	0.355827	0.32241	0.465142	0.246594	0.510936	0.350799	0.513294	0.352029	0.387044	0.386288	0.475736	0.448426	0.531364	0.535687	0.482951	0.462478	0.414019	0.43557	0.437462	0.411117	0.357248	0.273678	0.451329	0.330934	0.490291	0.38297	0.369357	0.333562	0.445338	0.304971	0.414223	0.511485	0.363817	0.44627	0.306509	0.334329	0.442305	0.342818	0.485274	0.431569	0.363611	0.430609	0.482677	0.449222	0.470454	0.495382	0.464534	0.364776	0.499383	0.512226	0.382764	0.314647	0.345858	0.416591	0.399867	0.449028	0.455538	0.489032	0.334948	0.428834	0.533946	0.433263	0.386039	0.463691	0.420751	0.360182	0.412443	0.446356	0.468912	0.41943	0.444201	0.419541	0.285507	0.538613	0.431112	0.451037	0.452966	0.39402	0.399292	0.475842	0.534215	0.340251	0.408912	0.440555	0.388721	0.43154	0.434126	0.418275	0.3511	0.47805	0.529614	0.447863	0.285155	0.449646	0.334907	0.518039	0.519355	0.22503	0.457506	0.460138	0.475782	0.367244	0.384038	0.401038	0.426001	0.436664	0.30118	0.408967	0.398872	0.435248	0.372862	0.425484	0.462686	0.403595	0.448873	0.417661	0.331391	0.486743	0.264425	0.54507	0.413472	0.40506	0.424373	0.452081	0.288762	0.475311	0.304017	0.44037	0.437278	0.338708	0.473079	0.262512	0.345376	0.481579	0.394892	0.507784	0.277406	0.440324	0.297199	0.375682	0.369536	0.370442	0.468245	0.412153	0.436499	0.255224	0.217865	0.479795	0.491735	0.303839	0.510184	0.307047	0.561723	0.46002	0.354632	0.408307	0.293322	0.441775	0.360002	0.353951	0.465639	0.518386	0.500024	0.409203	0.441735	0.405679	0.414513	0.396886	0.44499	0.406676	0.47606	0.470808	0.390529	0.431471	0.427845	0.412649	0.343447	0.505951	0.441837	0.418132	0.369209	0.248938	0.494343	0.544203	0.500136	0.327986	0.505006	0.553777
