ID	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20	S21	S22	S23	S24	S25	S26	S27	S28	S29	S30	S31	S32	S33	S34	S35	S36	S37	S38	S39	S40	S41	S42	S43	S44	S45	S46	S47	S48	S49	S50	S51	S52	S53	S54	S55	S56	S57	S58	S59	S60	S61	S62	S63	S64	S65	S66	S67	S68	S69	S70	S71	S72	S73	S74	S75	S76	S77	S78	S79	S80	S81	S82	S83	S84	S85	S86	S87	S88	S89	S90	S91	S92	S93	S94	S95	S96	S97	S98	S99	S100	S101	S102	S103	S104	S105	S106	S107	S108	S109	S110	S111	S112	S113	S114	S115	S116	S117	S118	S119	S120	S121	S122	S123	S124	S125	S126	S127	S128	S129	S130	S131	S132	S133	S134	S135	S136	S137	S138	S139	S140	S141	S142	S143	S144	S145	S146	S147	S148	S149	S150	S151	S152	S153	S154	S155	S156	S157	S158	S159	S160	S161	S162	S163	S164	S165	S166	S167	S168	S169	S170	S171	S172	S173	S174	S175	S176	S177	S178	S179	S180	S181	S182	S183	S184	S185	S186	S187	S188	S189	S190	S191	S192	S193	S194	S195	S196	S197	S198	S199	S200	S201	S202	S203	S204	S205	S206	S207	S208	S209	S210	S211	S212	S213	S214	S215	S216	S217	S218	S219	S220	S221	S222	S223	S224	S225	S226	S227	S228	S229	S230	S231	S232	S233	S234	S235	S236	S237
CpG11	0.613963	0.680323	0.657589	0.679282	0.557307	0.590145	0.718015	0.722463	0.681776	0.592963	0.729604	0.636515	0.744657	0.75723	0.585194	0.61109	0.796153	0.612366	0.663255	0.614676	0.713773	0.774362	0.596183	0.787372	0.721637	0.659877	0.66536	0.666933	0.663206	0.727839	0.685395	0.718624	0.682833	0.698894	0.531486	0.667063	0.592629	0.798496	0.689592	0.659937	0.695834	0.574788	0.731517	0.62373	0.613358	0.760465	0.549771	0.612196	0.578345	0.622908	0.68369	0.671657	0.56652	0.591574	0.723133	0.608149	0.653923	0.700796	0.665429	0.799505	0.562111	0.596454	0.591705	0.553395	0.831672	0.670429	0.74473	0.683571	0.647745	0.712461	0.778047	0.682609	0.637046	0.668348	0.842163	0.591264	0.566136	0.697305	0.614857	0.794617	0.652877	0.550827	0.607142	0.585519	0.545104	0.640084	0.654217	0.616072	0.708143	0.731717	0.774448	0.621131	0.65952	0.771759	0.62942	0.691883	0.609071	0.651817	0.64411	0.749745	0.617472	0.678986	0.709246	0.68485	0.839651	0.829314	0.659481	0.648974	0.680059	0.670736	0.501393	0.741722	0.660234	0.698816	0.633048	0.661862	0.713866	0.884458	0.6334	0.799199	0.652873	0.78504	0.776047	0.763877	0.700698	0.74619	0.682653	0.696865	0.633819	0.625332	0.708972	0.738143	0.670786	0.696487	0.501661	0.758531	0.605523	0.6555	0.780283	0.74131	0.701345	0.673784	0.627428	0.72629	0.706138	0.650672	0.483409	0.679326	0.683561	0.715094	0.656988	0.556631	0.705561	0.649755	0.659313	0.641527	0.647036	0.637511	0.591226	0.59364	0.639199	0.595669	0.703581	0.826248	0.625852	0.746643	0.525035	0.671211	0.627089	0.758882	0.788973	0.553051	0.649044	0.607906	0.64825	0.710473	0.708912	0.713375	0.824537	0.649845	0.692057	0.78869	0.656358	0.829806	0.583744	0.630333	0.660736	0.54672	0.779218	0.549431	0.635363	0.666593	0.676783	0.647036	0.671531	0.788666	0.592039	0.648356	0.602326	0.735591	0.590626	0.742756	0.618483	0.663295	0.496916	0.823317	0.650075	0.690449	0.607896	0.76951	0.641284	0.774332	0.593627	0.662106	0.535186	0.575099	0.595611	0.651796	0.642707	0.578646	0.673204	0.641755	0.733632	0.580269	0.669979	0.533599	0.789123	0.735218	0.790933	0.701382	0.636886	0.787697	0.607313	0.638007	0.769865	0.610438	0.634551
CpG12	0.402184	0.433415	0.346868	0.29277	0.487621	0.296203	0.428392	0.408148	0.264662	0.274496	0.423391	0.402917	0.333005	0.415034	0.357007	0.382131	0.322089	0.426689	0.254875	0.281368	0.335334	0.413535	0.420522	0.1642	0.409422	0.403338	0.422356	0.297658	0.316389	0.389728	0.310947	0.439208	0.2389	0.354749	0.284255	0.359011	0.319496	0.395362	0.407869	0.331138	0.359284	0.311687	0.442786	0.330532	0.388547	0.371414	0.332173	0.391297	0.390826	0.426403	0.353173	0.296704	0.239517	0.313694	0.394855	0.456098	0.356266	0.302193	0.314824	0.342811	0.396063	0.343398	0.354913	0.327144	0.420338	0.312921	0.365225	0.393791	0.22166	0.391739	0.292597	0.393112	0.370773	0.407159	0.396063	0.370429	0.311217	0.446981	0.265754	0.349533	0.364127	0.220438	0.436466	0.319012	0.419155	0.295952	0.411217	0.317486	0.365151	0.332247	0.419519	0.415246	0.313101	0.308185	0.30421	0.404515	0.275867	0.401004	0.319475	0.524264	0.381417	0.318853	0.319956	0.243447	0.34213	0.446611	0.399203	0.420279	0.380113	0.346077	0.327477	0.446755	0.403073	0.375425	0.291893	0.305754	0.234665	0.370879	0.297425	0.351997	0.401182	0.372451	0.267957	0.228847	0.425958	0.382838	0.402022	0.290384	0.365426	0.482331	0.267034	0.250529	0.384919	0.30983	0.328803	0.435467	0.23797	0.355844	0.40691	0.347202	0.303925	0.296533	0.285894	0.351232	0.388708	0.331847	0.310148	0.300991	0.211713	0.335013	0.329839	0.2654	0.315541	0.296702	0.348474	0.389471	0.319729	0.33903	0.498305	0.350688	0.229021	0.307491	0.458099	0.222526	0.334818	0.171084	0.354	0.308592	0.360068	0.317124	0.383164	0.23673	0.269947	0.226237	0.261961	0.36305	0.443528	0.513943	0.484402	0.393076	0.440067	0.338606	0.413747	0.348843	0.342214	0.520105	0.260453	0.348976	0.402015	0.263346	0.274003	0.37123	0.327664	0.334606	0.2848	0.25839	0.407815	0.340871	0.325066	0.443625	0.355825	0.438201	0.316669	0.316684	0.258959	0.299081	0.403483	0.414998	0.290718	0.418346	0.455623	0.429374	0.316803	0.255981	0.313509	0.368696	0.33841	0.286405	0.304492	0.358684	0.528282	0.294024	0.332264	0.359039	0.370283	0.336142	0.303962	0.403032	0.34992	0.307402	0.265261	0.402886	0.372322	0.294546	0.346111	0.304357	0.386421
CpG13	0.799387	0.696239	0.505545	0.719744	0.780631	0.599454	0.547794	0.798093	0.635313	0.891859	0.845654	0.645833	0.735932	0.838731	0.609897	0.809584	0.902035	0.846271	0.815349	0.816583	0.76346	0.837977	0.637777	0.75968	0.742199	0.804889	0.769693	0.798033	0.739148	0.614154	0.733904	0.760217	0.681461	0.800143	0.781316	0.686639	0.800135	0.765127	0.740856	0.754951	0.78634	0.806552	0.641619	0.648312	0.747303	0.659128	0.703652	0.711765	0.720102	0.862602	0.817829	0.601945	0.749851	0.647157	0.848719	0.540842	0.603159	0.627594	0.660975	0.646872	0.548571	0.587368	0.702472	0.614245	0.753085	0.730947	0.594307	0.667151	0.708314	0.762792	0.832448	0.817559	0.713264	0.623514	0.843487	0.76797	0.757016	0.817879	0.828665	0.747343	0.774348	0.597957	0.818339	0.734226	0.608341	0.7065	0.893903	0.72731	0.776978	0.833349	0.77283	0.719102	0.762994	0.735329	0.66073	0.798898	0.679091	0.787326	0.766496	0.617575	0.728211	0.830305	0.758646	0.777529	0.746148	0.827604	0.653596	0.62475	0.851055	0.773197	0.736369	0.707224	0.504606	0.809479	0.767469	0.63244	0.614863	0.797466	0.747684	0.721532	0.630985	0.822231	0.689402	0.539921	0.646548	0.569651	0.614	0.730494	0.610186	0.600805	0.858617	0.804142	0.634953	0.773585	0.881708	0.778693	0.820703	0.81029	0.819628	0.81429	0.821032	0.524901	0.534107	0.5211	0.831487	0.77961	0.737957	0.598601	0.675362	0.737483	0.6203	0.751843	0.819664	0.584313	0.604428	0.755612	0.72108	0.648531	0.82992	0.851486	0.628413	0.59639	0.64086	0.823271	0.750813	0.751209	0.684379	0.850379	0.506358	0.823452	0.775335	0.654227	0.774039	0.761558	0.628025	0.83629	0.717123	0.627978	0.777748	0.828228	0.81959	0.817716	0.558375	0.820469	0.525215	0.841094	0.761394	0.862094	0.729673	0.660016	0.708744	0.835719	0.623874	0.688345	0.591135	0.784907	0.800945	0.738441	0.7117	0.582916	0.810963	0.647389	0.764948	0.680405	0.685427	0.648217	0.677336	0.802292	0.619584	0.787719	0.618553	0.545933	0.607087	0.816852	0.683454	0.582665	0.650675	0.743602	0.752426	0.614046	0.61024	0.770072	0.689642	0.619214	0.602507	0.771796	0.696498	0.629575	0.611335	0.790049	0.801208	0.795386	0.764288	0.656729	0.594451	0.783187	0.776561
CpG14	0.238418	0.272013	0.237011	0.324095	0.393113	0.375365	0.368807	0.349382	0.393783	0.343793	0.466938	0.459366	0.271482	0.517095	0.325041	0.193089	0.272903	0.563289	0.218296	0.262965	0.35951	0.325302	0.312188	0.286982	0.222755	0.480361	0.264291	0.393514	0.26891	0.495493	0.454572	0.273013	0.590542	0.307311	0.468263	0.417431	0.172138	0.334192	0.643584	0.474007	0.40795	0.30141	0.293422	0.226478	0.319149	0.22851	0.568545	0.368101	0.338661	0.26437	0.633573	0.29156	0.405242	0.672412	0.30138	0.483087	0.457715	0.337704	0.289447	0.315985	0.236217	0.25887	0.504577	0.298438	0.330088	0.462883	0.322563	0.273371	0.308615	0.431739	0.399896	0.334232	0.454109	0.280886	0.346647	0.404443	0.286113	0.306221	0.407915	0.388997	0.333957	0.362357	0.486988	0.42203	0.481689	0.201039	0.371862	0.261514	0.362299	0.277604	0.320115	0.584437	0.321259	0.226812	0.61501	0.265908	0.305729	0.486309	0.250359	0.472675	0.473798	0.259099	0.427233	0.319448	0.235693	0.45792	0.32116	0.24989	0.691429	0.303633	0.303805	0.563317	0.522174	0.281126	0.342787	0.371707	0.344579	0.241285	0.330768	0.228154	0.592398	0.311558	0.565575	0.293659	0.374816	0.224618	0.231352	0.581638	0.252499	0.340637	0.485792	0.577486	0.275157	0.294629	0.416317	0.371812	0.552151	0.460368	0.494046	0.530633	0.362592	0.498853	0.472187	0.381317	0.271238	0.265247	0.510098	0.299611	0.23934	0.518041	0.368857	0.407465	0.371653	0.672887	0.294778	0.493114	0.422379	0.417413	0.297663	0.107137	0.280377	0.308933	0.320574	0.340335	0.330527	0.553402	0.315488	0.220817	0.312603	0.381907	0.602663	0.25535	0.578465	0.289494	0.362699	0.513382	0.465599	0.473224	0.526226	0.451556	0.281673	0.378697	0.263896	0.305084	0.398679	0.43968	0.488705	0.353338	0.507434	0.213608	0.30147	0.289105	0.477123	0.334013	0.269931	0.460169	0.334415	0.337748	0.219819	0.35784	0.398923	0.428185	0.362302	0.457007	0.175088	0.43978	0.324165	0.625124	0.216597	0.288712	0.438618	0.341202	0.24721	0.289621	0.246618	0.267159	0.358496	0.25258	0.25862	0.233764	0.463795	0.309756	0.6923	0.282626	0.342837	0.353834	0.451883	0.339894	0.322579	0.573756	0.390591	0.561083	0.177457	0.309946	0.189566	0.364607	0.21487
CpG15	0.286618	0.476088	0.33864	0.400991	0.465575	0.372548	0.259959	0.538461	0.240267	0.456744	0.445995	0.211535	0.324552	0.227108	0.258273	0.52178	0.166649	0.449832	0.304219	0.460008	0.298217	0.391752	0.348296	0.473812	0.49526	0.43857	0.374513	0.497398	0.186242	0.439073	0.413303	0.26423	0.380354	0.341061	0.264154	0.208089	0.284108	0.338992	0.186661	0.273748	0.398356	0.452814	0.283752	0.31212	0.279221	0.471019	0.146422	0.146684	0.378757	0.474638	0.413984	0.376182	0.294126	0.374955	0.487161	0.247812	0.164142	0.523196	0.42397	0.386728	0.284948	0.223845	0.328484	0.328801	0.335364	0.44309	0.169748	0.234115	0.225991	0.163354	0.350858	0.426075	0.406303	0.363444	0.285918	0.406375	0.402079	0.425286	0.396723	0.129725	0.316823	0.338095	0.40719	0.130211	0.231315	0.343341	0.310485	0.151293	0.413261	0.437032	0.301031	0.31329	0.335161	0.388148	0.29185	0.336906	0.547295	0.254744	0.331154	0.433915	0.533189	0.579839	0.521215	0.256598	0.394649	0.291497	0.415684	0.135153	0.328941	0.266523	0.460653	0.303343	0.178325	0.240166	0.18632	0.239426	0.212263	0.305295	0.325012	0.368056	0.19252	0.251081	0.378106	0.087718	0.450238	0.230119	0.170013	0.360596	0.513896	0.214877	0.235854	0.259632	0.265327	0.532489	0.251839	0.388149	0.320805	0.198708	0.472652	0.265151	0.30473	0.346595	0.555386	0.233335	0.423339	0.385801	0.309742	0.260614	0.201223	0.288507	0.149074	0.408931	0.38843	0.380098	0.311909	0.190453	0.42523	0.343749	0.390639	0.356647	0.234018	0.203312	0.353689	0.259749	0.354286	0.372249	0.23751	0.362567	0.467573	0.39236	0.346949	0.438516	0.412778	0.334103	0.432039	0.388036	0.356607	0.457832	0.356627	0.376783	0.288232	0.389716	0.409862	0.424376	0.21607	0.414713	0.271583	0.370366	0.288326	0.157425	0.268354	0.366358	0.384705	0.394823	0.187868	0.344906	0.261845	0.480051	0.504739	0.440096	0.499519	0.426645	0.320141	0.413464	0.180591	0.525022	0.523024	0.452008	0.23393	0.308264	0.343584	0.212139	0.307101	0.445903	0.219501	0.276277	0.402992	0.28878	0.305049	0.437314	0.279327	0.502362	0.546166	0.335612	0.368481	0.386647	0.468931	0.395855	0.242375	0.362741	0.324778	0.318249	0.471568	0.325236	0.429054	0.469053	0.351224
CpG16	0.476268	0.374253	0.707085	0.371335	0.634502	0.512458	0.428524	0.54608	0.664408	0.673683	0.491522	0.455968	0.735198	0.652346	0.587081	0.630073	0.618233	0.510897	0.668182	0.436798	0.54036	0.682659	0.440221	0.598472	0.480446	0.434282	0.617188	0.568723	0.456111	0.563386	0.242382	0.285205	0.693394	0.531064	0.540365	0.52093	0.383996	0.56351	0.659314	0.418586	0.376858	0.508464	0.553062	0.500883	0.502504	0.735334	0.560556	0.607477	0.646708	0.584807	0.411401	0.568733	0.432961	0.626586	0.324752	0.605022	0.400504	0.424293	0.535805	0.604727	0.573307	0.319968	0.538917	0.466836	0.580966	0.644405	0.713408	0.452605	0.698415	0.512008	0.509416	0.544443	0.545797	0.506889	0.566458	0.46733	0.470587	0.715569	0.605715	0.4881	0.756015	0.6788	0.55948	0.496609	0.712262	0.576128	0.723987	0.631443	0.5536	0.36447	0.539449	0.645581	0.573392	0.524722	0.758561	0.539921	0.572387	0.493814	0.559891	0.568721	0.523103	0.525757	0.530783	0.486403	0.613211	0.640041	0.357876	0.539244	0.644257	0.514277	0.634758	0.408332	0.52562	0.54472	0.471566	0.380017	0.649007	0.573768	0.43833	0.596403	0.488608	0.601445	0.416483	0.48655	0.587958	0.745377	0.607127	0.339457	0.620944	0.718197	0.447727	0.455534	0.529179	0.310834	0.453551	0.494593	0.475846	0.553055	0.694856	0.362777	0.276434	0.380417	0.520756	0.515968	0.563077	0.742149	0.513643	0.729754	0.648003	0.648893	0.41229	0.606946	0.587177	0.445648	0.435214	0.575955	0.677104	0.587441	0.426913	0.413606	0.636491	0.657477	0.417388	0.637439	0.605782	0.425111	0.468092	0.559338	0.584725	0.511396	0.684104	0.553411	0.57235	0.453744	0.623519	0.439021	0.568831	0.4568	0.389736	0.588826	0.592097	0.566422	0.475594	0.625904	0.480277	0.299424	0.463995	0.288979	0.422212	0.609671	0.708037	0.395483	0.57026	0.471192	0.401386	0.539778	0.401163	0.602181	0.520876	0.661712	0.639809	0.617592	0.607648	0.477638	0.673526	0.532312	0.649485	0.528054	0.552035	0.617127	0.578289	0.589964	0.59262	0.494424	0.414848	0.32463	0.478264	0.579587	0.609786	0.401488	0.482633	0.619143	0.434713	0.611475	0.576176	0.639718	0.52544	0.473559	0.632274	0.447771	0.607931	0.620116	0.593656	0.708254	0.591912	0.668123	0.530661
CpG17	0.705764	0.55856	0.498426	0.448731	0.495306	0.422288	0.607355	0.40403	0.563989	0.378647	0.702939	0.68046	0.551338	0.544858	0.414448	0.59559	0.523381	0.413267	0.705539	0.643108	0.536445	0.622726	0.649724	0.517038	0.38541	0.556909	0.512098	0.716905	0.671279	0.768435	0.503922	0.391044	0.593445	0.663555	0.505025	0.525844	0.50022	0.658926	0.450266	0.622706	0.580661	0.551636	0.729912	0.368363	0.623738	0.475225	0.536242	0.548726	0.648773	0.453456	0.493514	0.495357	0.320287	0.547391	0.486863	0.557127	0.542552	0.521991	0.552052	0.47219	0.519937	0.422564	0.524209	0.648595	0.48445	0.543482	0.583799	0.745448	0.682042	0.686043	0.423685	0.4945	0.548886	0.533347	0.698224	0.646942	0.632746	0.560092	0.362134	0.38895	0.523785	0.560025	0.502591	0.484035	0.567464	0.681791	0.511149	0.658213	0.47407	0.649159	0.531463	0.564752	0.668274	0.516801	0.49174	0.694029	0.402897	0.725948	0.631844	0.628413	0.605711	0.514762	0.533209	0.514744	0.393281	0.638157	0.554124	0.597982	0.589075	0.431526	0.552102	0.63479	0.544095	0.596249	0.558388	0.561419	0.517479	0.383999	0.54482	0.651809	0.603359	0.328151	0.49012	0.341809	0.430977	0.624045	0.566128	0.426147	0.499082	0.51912	0.398439	0.545992	0.707946	0.526531	0.477932	0.551348	0.720796	0.511767	0.683161	0.488637	0.539495	0.707505	0.585318	0.653191	0.526937	0.325264	0.524257	0.721075	0.367163	0.642771	0.420576	0.616555	0.527509	0.343098	0.504131	0.721637	0.520399	0.572365	0.440793	0.689585	0.475718	0.653201	0.603453	0.633963	0.370851	0.487986	0.6888	0.642753	0.430662	0.496715	0.425075	0.540539	0.520486	0.639975	0.615748	0.639317	0.566103	0.464326	0.408946	0.378115	0.583851	0.434171	0.661394	0.510834	0.474341	0.520252	0.488682	0.576303	0.598554	0.375055	0.459888	0.343535	0.563074	0.607343	0.587207	0.320928	0.497886	0.532803	0.571088	0.647793	0.634327	0.647247	0.564189	0.56141	0.621668	0.498162	0.560025	0.579074	0.550946	0.566919	0.523647	0.433326	0.521431	0.531253	0.575226	0.530849	0.543899	0.401649	0.60528	0.48823	0.733706	0.44884	0.518092	0.510153	0.633488	0.643693	0.536514	0.462924	0.665993	0.466018	0.439051	0.515719	0.556159	0.553715	0.618277	0.577209	0.560261
CpG18	0.163894	0.358735	0.200869	0.374992	0.170904	0.14078	0.443467	0.145928	0.169354	0.265971	0.190703	0.14204	0.202764	0.269048	0.285005	0.26548	0.161791	0.244009	0.256948	0.118401	0.28544	0.297473	0.23983	0.251357	0.275004	0.141296	0.202646	0.10188	0.293106	0.142156	0.246884	0.290844	0.16159	0.231228	0.185301	0.134391	0.205373	0.295031	0.398287	0.192168	0.309789	0.141699	0.309968	0.296951	0.202918	0.27797	0.21359	0.231699	0.318407	0.131162	0.248532	0.191938	0.122944	0.3688	0.409174	0.28249	0.337782	0.237246	0.134064	0.189126	0.283212	0.216485	0.369789	0.205241	0.251049	0.329559	0.222239	0.378039	0.449339	0.159315	0.218979	0.174693	0.146487	0.273844	0.312913	0.200154	0.333962	0.214898	0.13442	0.214922	0.260944	0.194553	0.288983	0.322824	0.166399	0.437211	0.185868	0.310256	0.375801	0.185269	0.373772	0.379642	0.245946	0.0992672	0.0961036	0.353284	0.127353	0.231922	0.154108	0.184768	0.112685	0.17969	0.189031	0.324519	0.253494	0.261841	0.245242	0.32416	0.229923	0.380986	0.24276	0.306303	0.308086	0.187631	0.142203	0.126637	0.104744	0.133016	0.206147	0.287374	0.320499	0.184802	0.243875	0.326633	0.210481	0.165942	0.351924	0.309968	0.235013	0.208132	0.260449	0.143691	0.151522	0.207276	0.132683	0.246394	0.2302	0.14371	0.384967	0.128695	0.238382	0.226805	0.317064	0.118959	0.310526	0.191823	0.40239	0.372721	0.184413	0.228907	0.279728	0.116062	0.269006	0.229261	0.18884	0.398174	0.233181	0.278566	0.129786	0.241318	0.276194	0.278737	0.271078	0.138125	0.273618	0.171413	0.362327	0.313535	0.309193	0.122878	0.199234	0.210598	0.171161	0.172795	0.365273	0.330955	0.176093	0.153008	0.122163	0.377809	0.332812	0.210989	0.19554	0.362332	0.198392	0.163096	0.298236	0.275804	0.303617	0.300775	0.406471	0.210203	0.234666	0.205014	0.213273	0.154491	0.322543	0.166654	0.157353	0.304833	0.147274	0.298526	0.320225	0.172341	0.182681	0.253399	0.387251	0.364765	0.217348	0.216897	0.225899	0.298951	0.249626	0.326758	0.329976	0.305603	0.195978	0.145049	0.313101	0.260549	0.243288	0.369049	0.283712	0.143225	0.264536	0.408124	0.289552	0.333018	0.174299	0.371747	0.300904	0.324344	0.348378	0.326079	0.337387	0.436167	0.197494
CpG19	0.222062	0.213969	0.0634727	0.0764315	0.137848	0.114391	0.117486	0.0535529	0.099699	0.113456	0.132866	0.140648	0.137963	0.0944703	0.0131042	0.090511	0.136165	0.263625	0.0941987	0.0862246	0.104314	0.0288743	0.187519	0.158652	0.138201	0.16003	0.0787221	0.145561	0.254741	0.122094	0.0683968	0.166572	0.125221	0.260394	0.0197446	0.0840022	0.213107	0.0889901	0.038764	0.131253	0.042737	0.0810157	0.17913	0.204025	0.0891739	0.179977	0.182499	0.0190255	0.243404	0.223488	0.103762	0.282004	0.034437	0.143708	0.11742	0.26689	0.304766	0.110809	0.186834	0.197712	0.104966	0.190695	0.154356	0.151661	0.105933	0.207608	0.122214	0.239693	0.154493	0.0971289	0.13474	0.114829	0.14586	0.177982	0.0656045	0.0585631	0.0566312	0.0620949	0.122404	0.0453609	0.124623	0.229169	0.0241555	0.0939942	0.0903199	0.0839955	0.109188	0.0944547	0.205238	0.134426	0.209366	0.265679	0.0869061	0.144719	0.0454198	0.0637274	0.0367555	0.107039	0.11591	0.114011	0.132032	0.127261	0.103553	0.0504241	0.198851	0.18399	0.17609	0.165164	0.203339	0.243523	0.219475	0.113496	0.16728	0.0927271	0.0797988	0.146601	0.117609	0.176074	0.221026	0.203967	0.138231	0.232249	0.123803	0.125384	0.172624	0.124311	0.0817804	0.214815	0.0605256	0.199464	0.299823	0.123179	0.21726	0.152001	0.121219	0.175984	0.120919	0.157727	0.0570653	0.158397	0.0284966	0.171992	0.182569	0.106626	0.100027	0.255767	0.146087	0.0306142	0.13187	0.148253	0.116735	0.197322	0.191355	0.133306	0.210972	0.0481835	0.250538	0.119688	0.114304	0.114499	0.171764	0.194132	0.121198	0.10753	0.141871	0.0552393	0.0433998	0.178805	0.227205	0.00539606	0.0269252	0.0865956	0.12839	0.0459575	0.175146	0.209015	0.1556	0.0267644	0.061621	0.202607	0.0727293	0.13281	0.0307804	0.116228	0.147497	0.0374912	0.133024	0.129049	0.185281	0.186007	0.106146	0.120602	0.105131	0.246944	0.157458	0.16117	0.0916665	0.051295	0.0989774	0.0846109	0.131945	0.21073	0.108969	0.113826	0.279253	0.148529	0.121137	0.0885986	0.110723	0.0762261	0.145087	0.0533765	0.208256	0.117436	0.202188	0.291082	0.216676	0.182948	0.186452	0.0676445	0.086593	0.212984	0.244229	0.042056	0.0505217	0.0248937	0.0345944	0.127796	0.15201	0.178159	0.16208	0.201259	0.335367	0.249178	0.294077	0.0704053	0.111668
CpG20	0.4419	0.416274	0.347403	0.348688	0.39642	0.45278	0.384262	0.452918	0.518014	0.427863	0.416097	0.380614	0.3289	0.400119	0.360085	0.39822	0.404794	0.435878	0.222612	0.217136	0.424252	0.384125	0.36372	0.358587	0.366223	0.381353	0.441409	0.369113	0.36922	0.415704	0.112203	0.39718	0.322419	0.244229	0.387961	0.306906	0.350687	0.422966	0.509134	0.304886	0.353571	0.277244	0.381544	0.401035	0.344555	0.343133	0.395069	0.323244	0.346797	0.413247	0.500685	0.478879	0.203144	0.398488	0.485557	0.443712	0.351706	0.262596	0.352543	0.178182	0.420435	0.378759	0.468637	0.288894	0.346434	0.415845	0.389273	0.468935	0.299354	0.277204	0.344142	0.423891	0.427977	0.329253	0.50179	0.357936	0.324743	0.282759	0.36356	0.441866	0.420928	0.295097	0.361661	0.381358	0.435088	0.522411	0.368506	0.363531	0.33602	0.396765	0.518949	0.332184	0.452622	0.221947	0.497934	0.378547	0.444096	0.293681	0.379711	0.406184	0.456933	0.277985	0.410504	0.358205	0.451824	0.369155	0.395413	0.405868	0.363438	0.384543	0.306182	0.357975	0.393966	0.370623	0.391493	0.389352	0.386833	0.369289	0.454182	0.464392	0.490995	0.436711	0.438332	0.260754	0.461634	0.353829	0.34516	0.525238	0.47175	0.332746	0.381525	0.422033	0.482656	0.249852	0.44357	0.407828	0.439303	0.29506	0.397617	0.354031	0.2726	0.455111	0.513625	0.313914	0.351788	0.359675	0.375141	0.346779	0.414754	0.450874	0.445696	0.400104	0.391042	0.253845	0.366884	0.454293	0.286955	0.394578	0.359205	0.472461	0.444844	0.348423	0.473108	0.236637	0.141687	0.208372	0.381257	0.458812	0.415242	0.426606	0.466964	0.433536	0.44542	0.424406	0.431188	0.373582	0.465016	0.406316	0.248869	0.400574	0.336515	0.403263	0.253092	0.269029	0.493048	0.39518	0.340474	0.408443	0.475663	0.29445	0.497296	0.456396	0.308726	0.467531	0.259247	0.317702	0.384149	0.354226	0.39051	0.547126	0.445523	0.42683	0.374536	0.250152	0.285366	0.409029	0.452928	0.447669	0.464796	0.409144	0.464406	0.359632	0.454547	0.466828	0.316968	0.227804	0.397979	0.446307	0.51308	0.399907	0.415511	0.362397	0.465177	0.470326	0.474276	0.466907	0.386564	0.35118	0.352074	0.341665	0.43448	0.42686	0.370042	0.463897	0.480542	0.483653	0.368174
CpG21	0.54389	0.332484	0.408039	0.499081	0.194958	0.348595	0.463109	0.232839	0.488011	0.406866	0.271211	0.463	0.344503	0.372359	0.333268	0.357781	0.505139	0.44814	0.416329	0.316937	0.381072	0.255248	0.355284	0.406142	0.32781	0.374438	0.345304	0.505284	0.523454	0.430857	0.535263	0.318531	0.4248	0.423249	0.441386	0.324343	0.224027	0.323317	0.461037	0.485475	0.292363	0.487985	0.30175	0.361879	0.299087	0.341575	0.370648	0.339403	0.430519	0.342986	0.644516	0.413819	0.522315	0.467049	0.539125	0.302158	0.405872	0.478216	0.37968	0.304871	0.326463	0.459379	0.348005	0.35312	0.362343	0.366556	0.295996	0.335989	0.254218	0.436409	0.34577	0.290768	0.372998	0.398918	0.379289	0.430847	0.42513	0.291108	0.522547	0.244308	0.216354	0.339277	0.270934	0.479704	0.331913	0.373355	0.393629	0.321281	0.318754	0.378317	0.366783	0.268806	0.352281	0.339073	0.335594	0.300921	0.318067	0.281054	0.314859	0.433465	0.451831	0.360907	0.361094	0.400856	0.317141	0.320356	0.261271	0.382099	0.378127	0.289859	0.356457	0.351013	0.32113	0.31456	0.546258	0.321361	0.352236	0.269096	0.266431	0.259641	0.446315	0.455557	0.330205	0.365488	0.298395	0.358583	0.377244	0.352134	0.290444	0.28064	0.477686	0.475839	0.32757	0.369916	0.41442	0.396881	0.448217	0.318495	0.343512	0.305918	0.431517	0.534254	0.40622	0.443344	0.355283	0.285726	0.581797	0.285146	0.319196	0.323821	0.454974	0.393093	0.288095	0.420015	0.325113	0.411198	0.427695	0.363662	0.314799	0.378894	0.436604	0.438879	0.317403	0.441942	0.415235	0.441958	0.380089	0.408235	0.296362	0.451905	0.400897	0.447173	0.460709	0.500365	0.320683	0.433883	0.295081	0.331406	0.502423	0.285624	0.449005	0.452381	0.287482	0.440843	0.295703	0.442664	0.259371	0.387538	0.303908	0.441889	0.418496	0.335442	0.299584	0.333907	0.504474	0.493974	0.474707	0.338324	0.381053	0.258845	0.513163	0.330999	0.348847	0.314673	0.418023	0.418055	0.378736	0.307265	0.475901	0.336818	0.277418	0.42701	0.353846	0.357974	0.349117	0.362343	0.301929	0.374042	0.316569	0.350181	0.332529	0.363097	0.226875	0.314811	0.237366	0.348643	0.307682	0.33674	0.437595	0.470156	0.525935	0.262434	0.264854	0.322078	0.352164	0.265468	0.252825
